,Unnamed: 0,Username,Location,Date Created,Tweet
157,157,SonsofX,,2020-05-24 00:55:52,"Sigh. Yet another #racist #Karen 

#KarenStrikesAgain #Karendemic 

Even gets mad this woman wearing BLACK, thats h… https://t.co/QsNiXnvyPA"
158,158,babcock_babs,,2019-12-30 05:17:56,@shullbitsue1 @NikkiLala01 @PootLaBoosh412 @realDonaldTrump @PGHtransit @USDOT Another “good Christian” spewing hat… https://t.co/aIUJzhkptx
159,159,dianeddabs,"Los Angeles, CA",2016-07-13 15:55:46,Unf*ckng believable! #KarenStrikesAgain https://t.co/Rs2bCSdtjG
160,160,KneelForRespect,,2009-05-26 19:18:54,Everywhere you turn there’s always a Karen🤦‍♂️ #KarenStrikesAgain https://t.co/JFYCWw8jKq
161,161,smartypants_v,,2019-08-01 13:58:34,"Karen’s motto: If racist comments don’t hurt them, try attacking the color of their clothes. 🤦🏻‍♀️… https://t.co/cuDwwN5ClB"
162,162,AnastasiaBarzee,New York,2011-08-05 20:46:18,@PennyHelps @RexChapman She’s not blocking stairs. Did you watch video? Karen just did@t like that she was stretchi… https://t.co/FXyTrjEuhO
163,163,KamThaGawd,,2010-04-08 15:58:38,#BlackTwitter #KarenStrikesAgain #karen whose this? https://t.co/v2hgFjNC4z
164,164,swandad,"Cleveland, OH",2008-04-16 03:37:49,"@RexChapman I dunno Rex... There are a LOT of viable candidates this year...

#KarenStrikesAgain"
165,165,Mr_Bob_Dobalina,Sector ZZ9 Plural Z Alpha,2013-10-04 21:03:12,Can't wait to hear her excuse for her behavior. Her husband is fucking pussy. She def. wears the pants in that rela… https://t.co/Pr1o0R1plP
166,166,AbieJSpangler,"Washington, DC",2010-06-01 18:47:49,This is the definition of a #karen #KarenStrikesAgain https://t.co/7AZvJSDp8j
167,167,Nessypooh3,"Dallas, Texas ",2010-11-18 04:52:05,Straight drove to the police station! 😂 #KarenStrikesAgain https://t.co/mFv2BWrz2l
168,168,RageNFaith,Florida,2017-07-01 21:09:03,@Covfefe_RN @mmdizseco @MeliMels99 Thanks for the much needed laugh #KarenStrikesAgain https://t.co/UAkTJZDvTY
169,169,TNicolesWorld,"Washington, DC",2017-12-23 23:40:26,@PacificDreamin @MarkDice What you really meant to say is you want Racist Entertainment Network. Let's be real abou… https://t.co/KuMQQHa0rX
170,170,coreymarshallVO,"Los Angeles, CA ",2013-06-01 23:59:16,"Who wears black in the California sun, she asks? 

Oh, just me and Johnny Cash. That’s all. 

#karen… https://t.co/k6MyvikxXH"
171,171,nick24smith,"Key West, FL",2011-12-07 02:11:08,@RexChapman Jesus. She almost made me have a heart attack listening to her not be able to breathe cuz she needed to… https://t.co/h3mt8vVhxX
172,172,samkj27,"Toronto, Ontario",2009-02-03 13:06:13,@ChadBlue_ @RexChapman What...is...happening...? #KarenStrikesAgain #KarenGoneWild https://t.co/IFsULNfmTx
173,173,TheRavenSpeaks2,"Miami, FL",2020-05-30 17:23:48,I’m guessing #karen voted for #BunkerBoy #KarenStrikesAgain https://t.co/H92A4sZTjf
174,174,MarnieSpiegel,"Chicago, Il",2009-04-20 16:23:24,"My 13 and 10 year old call all white racist women “Karen” and I couldn’t be prouder. 
#karensgonewild #KarenStrikesAgain #Karens"
175,175,MicrophoneJones,"Trenton, NJ",2009-04-17 15:30:52,"@GeecheeInJersey @nashvillez To hell with age, expose this #Karen too. Mainly, because she argues stupidly. If Patt… https://t.co/abvE3impti"
176,176,927MixFM,"Sunshine Coast, QLD",2009-07-03 00:16:24,"PODCAST: IS IT JUST ME or does everyone want 
to go into bat for Karen? 
https://t.co/q3VIz7zpfg
#Karen #Karens… https://t.co/uHk8i83Nh8"
177,177,CallyD317,Indiana,2012-01-05 21:43:10,#KarenStrikesAgain #Karens found Karen's secret handbook https://t.co/io72HEcOBI
178,178,ksnbrampton,Canada,2011-12-12 18:04:39,@fred035schultz She’ll be back for her flip flop!! #KarenStrikesAgain
179,179,erneststocker,"Boston, MA",2014-05-11 22:25:50,Trump goes by the theory any news about him is good news. He thinks people will forget most of what he spews. Trump… https://t.co/RnOcQWU1QV
180,180,DanNickel,"Vanderhoof, BC",2009-06-13 22:12:27,@RexChapman Thank you for sharing this. It might be my white priveledge but I don’t see a lot of this. Plus I live… https://t.co/jqNNktAQ6C
181,181,strike_dr,Vagabond,2019-01-05 08:53:20,@MiriamG216 OMG fuck off #KarenStrikesAgain
182,182,HonnyDipp,"Roanoke, VA",2009-03-02 16:30:43,These #Karen’s have lost their damn minds! #KarenStrikesAgain https://t.co/kAtOGC5cnB https://t.co/RnmmaqjURk
183,183,pbeadle,The Town USA,2009-02-26 04:06:42,it's an epidemic. #KarenStrikesAgain https://t.co/ejxaKfGN12
184,184,CharliWineWoman,,2013-12-04 21:54:57,"@anthonyonguitar @RexChapman Do they even realize they’re #Karens? I mean she seemed to, cause she referenced… https://t.co/9yOeybjTNt"
185,185,LizanneWhitlow,"Santa Rosa, CA",2012-05-18 01:00:46,"#stephanierapkin #KarenStrikesAgain Taken Into Custody on Sunday, 6-7 https://t.co/iDD3cdZxiE via @YouTube #Karen,… https://t.co/lNiZiNTSYP"
186,186,Xpressionable,,2012-03-21 12:58:16,"If #KarenStrikesAgain w/ good reason

This Woman is Outraged about #Voting in #Georgia  "" #ThisIsAmerica "" Well, Du… https://t.co/kgvYi3BkRq"
187,187,elvisrico,Phoenix  Arizona ,2009-06-17 05:23:23,Wow!! #rasistmuch and to think that's someone's mom or grandma 🤦‍♂️🤦‍♂️ how  Embarrassing. #KarenStrikesAgain… https://t.co/oUm4fiBHZv
188,188,drkcutie736,"Charlotte, NC",2010-01-06 01:02:37,"@melodytaylor_x3 so this is how you feel? #melodyhandlowitch #karensgonewild #KarenStrikesAgain
#Karens… https://t.co/06djNZZPN8"
189,189,SassandClass33,,2016-10-13 17:48:07,"Another Karen, this one in Torrance California #KarenStrikesAgain #Karenssuck https://t.co/R2tUGs6QsC"
190,190,HotepMoney,"Los Angeles, CA",2017-08-09 18:25:16,The end is near. #racistgranny #KarenStrikesAgain https://t.co/KOUanvaAIV
191,191,ForgiveUsPls,"Los Angeles, CA",2019-10-24 06:30:25,"#KarenStrikesAgain #KarenGoneWild 

Jesus fucking christ. https://t.co/lGtV2pcqn9"
192,192,MidwestMomma6,,2010-12-10 16:39:47,@BlackFlagArmy10 Someone got too many participation awards as a child! #KarenStrikesAgain
193,193,drkcutie736,"Charlotte, NC",2010-01-06 01:02:37,"Was this #karen identified yet? It happened today. Do ya thing #twitter !! #karensgonewild
#KarenStrikesAgain… https://t.co/nalmDOrFoB"
194,194,Ottawa_Cameron,"Ottawa, Ontario",2017-11-13 18:51:14,Make her famous Twitter. #findthekaren #california #KarenStrikesAgain https://t.co/dMQaAksCP3 https://t.co/yV7zbCTZpD
195,195,JbbSouperartist,,2014-10-03 16:27:52,When I see a Karen acting up in public always carry popcorn on hand. #Karen #KarenStrikesAgain https://t.co/lRYyIgRfTI
196,196,BlueR00n,Blue State 🌊,2019-08-06 14:01:46,"In her deranged mind she's owned ""BLM"" but in actuality she's made a fool out of herself. 

I can see how some1 lik… https://t.co/D84sd3XnkP"
197,197,Jaja_In_SF,"San Francisco, CA",2010-05-27 02:31:58,"Why we MUST prevail in November &amp; win back the Senate, make sure u r registered to vote! #KarenStrikesAgain #Karen… https://t.co/tKpLJKcD4H"
198,198,Geebsvega,New York,2011-02-09 13:36:47,"@ClaireWyckoff @notrlyholly Karen's that support Karen's , will always be just another #KarenStrikesAgain"
199,199,I_amBlueJay,,2020-05-08 07:32:14,@TrampleLineUp @SylMinutola Oh wow! This whole #Karen shit is getting outa hand. It’s like they’ve been triggered. #KarenStrikesAgain
200,200,brooklynsalt,NYC/Connecticut,2012-02-01 16:58:24,@fred035schultz After the first round the judges have it at @dunkindonuts 1 #Karen 0 #karensgonewild #KarenStrikesAgain #KarenGoneWild
201,201,GunnerDoyle,New Jaque City,2018-06-10 03:21:30,"🗣 Yo, Black Twitter...
Give Me 1...
Karen Vs. Kevin...
.
#karenversuskevin #karen #kevin #KarenStrikesAgain… https://t.co/3mBiUcUobH"
202,202,KarenStrikes,,2020-06-04 11:55:33,"Karen wants ambulance crew attending to a dying stabbing victim to move

#KarenStrikesAgain #KarenGoneWild #karen… https://t.co/BTfN49iVrv"
203,203,fitzenmaster,"Vancouver, British Columbia",2012-08-13 07:22:20,"Today a ""karen"" yelled at me that #karen is a #racist slur. Calling it racist trivializes the phenomenon of enititl… https://t.co/wea8yoWmER"
204,204,KarenStrikes,,2020-06-04 11:55:33,"Karen wants a new phone 

#KarenStrikesAgain #KarenGoneWild #karen #Karens #karensgonnakaren https://t.co/nruJ16FLiC"
205,205,bazrad68,"Melbourne, Australia",2012-10-23 01:29:41,"@MeliMels99 @RosemarieBrown3 To Karen’s ‘handler’: Dude, you married it. LOL

#KarenStrikesAgain"
206,206,askariali,"Los Angeles, CA",2008-11-12 21:39:44,@MeliMels99 @DJx1555 Dox Karen IMMEDIATELY!! #KarenStrikesAgain
207,207,I_am_She_Raaaaa,,2009-03-14 05:49:49,"What's the UK version of a Karen? 
#KarenStrikesAgain #JKRowling #TransWomenareWomen #TransIsBeautiful… https://t.co/YXDcDHl4JT"
208,208,MrTHollo,"Norcross, GA",2010-09-08 19:07:56,@megynkelly SHUT IT!!! They’re not burning every copy of the movie in existence NOR do they plan to keep it off the… https://t.co/4yTmUHBTsx
209,209,FemmFatale1,,2017-10-08 14:41:25,@meshawnmaria at the peaceful Milford protest. She yells “get a job”. She organized Operation Gridlock. I guess the… https://t.co/7mobSrQHQB
210,210,paulclaus,Los Angeles,2009-04-29 06:25:33,"@megynkelly Karen, do you need to speak about your upset to a manager? #KarenStrikesAgain #KarenGoneWild"
211,211,swtseptember928,United States,2011-12-21 00:52:38,@JimGaffigan @DebraMessing They’ll make peace with it the way they have w/the hundreds of on camera lynchings of Bl… https://t.co/TfbW6L8vi5
212,212,WVwontWait,"West Virginia, USA",2020-05-01 18:24:30,"@EdiJenkins @WilsonKristiana @jimmy_dore Umm, nothing you said was funny. But complaining about how people joke abo… https://t.co/dv0IJzVj04"
213,213,TrctrDrvngChamp,,2012-04-01 21:29:25,Karen will be a popular #halloween costume. #Karen #Karens #karensgonewild #KarenStrikesAgain #karengate2020 #karendemic
214,214,natalie905,DC METRO,2009-03-04 01:11:40,Cheyenne was having a bad day 😱 ☕️ #KarenStrikesAgain #karen https://t.co/ZvBt0tmdiA
215,215,Ajones32,"Charlotte, NC",2008-11-18 19:47:44,#KarenStrikesAgain this time she filling police reports on who? Herself? #Karen ⁦@KarensInTheWild⁩ #racist  https://t.co/dNrvG4ojtc
216,216,NoMatterNews,,2020-06-01 03:18:09,Racist #KarenStrikesAgain https://t.co/yTUiP2Wmd5
217,217,dessinpendemic,,2019-04-18 15:13:54,"@jazzfan71 @tarrimarkel @ThePlumLineGS Then they’d be killing grandma, and that’s Not Ok(tm) #Karendemic #KarenStrikesAgain"
218,218,Fairdeal2000,United States,2012-10-17 01:45:16,This is what gives America a bad name. #KarenStrikesAgain  #RacismMustFall https://t.co/mlG37qkkLP
219,219,Starfishbabiess,,2008-12-23 20:03:21,"VIDEO: Denver police hold 3 black children at gunpoint, handcuff father https://t.co/cAE5YOCnyh  

A white woman ca… https://t.co/XIO2M2FeHq"
220,220,parkingwarrior1,,2020-05-15 16:18:50,"Your TV Talking Head KAREN line up, folks ⬇️
#Conservatives #GOP #ignorance #KarenStrikesAgain https://t.co/CBbnISdJu6"
221,221,Prince_SJA,California ,2009-11-05 00:33:21,My response to karen being compared to the N-word. Help me out #karensgonewild #KarenStrikesAgain #karens… https://t.co/Csw1yYD1do
222,222,ellemarie23,,2011-04-14 03:24:30,This gets under my skin every time it happens. The blatant racism just makes my stomach turn. And the kicker about… https://t.co/ZnjVlZahDv
223,223,Baggerazzi,United States,2013-10-08 21:45:44,"Husband of Arizona woman slapped during racist rant says wife struggles with mental illness

As I suspect, most tru… https://t.co/GEIXiqo2eH"
224,224,dessinpendemic,,2019-04-18 15:13:54,"@Inevitable_ET Uncomfortable ideas make ill-equipped adult children frightened &amp; uncomfortable, &amp; who even watches… https://t.co/JgbRE0bet0"
225,225,Ajones32,"Charlotte, NC",2008-11-18 19:47:44,Hey Twitter this lady tore down a #BLM memorial for #GeorgeFloyd and others killed by #Dirtycops. Bust her IG page… https://t.co/K7icVMIiAQ
226,226,Ajones32,"Charlotte, NC",2008-11-18 19:47:44,Mary flipped into a #Karen in 60 secs b/c these men were walking around @Walmart even her manager laughed at her. M… https://t.co/eAdZrNWVUj
227,227,Ajones32,"Charlotte, NC",2008-11-18 19:47:44,"#Karens of @Walmart y’all need to calm down. Stop with profiling. Mary needs some diversity training, no Mary needs… https://t.co/RioRUA9AfZ"
228,228,stonergrandma,the farm ,2015-06-30 17:22:42,@rosemcgowan You are a case in point...#KarenStrikesAgain https://t.co/w5BrGtT1Jx
229,229,Mojozilla_mojo,"Little Rock, AR",2018-11-21 15:04:26,The evolutions of #Karen #KarensGoneWild #KarenStrikesAgain 😂😂 https://t.co/jNv0hjTWkf
230,230,RobinByrd3,"Chicago, IL",2011-09-19 06:54:38,@IAmSueSue2 That woman’s behavior was just ridiculous. The police need to start charging people with disorderly con… https://t.co/DjBZGo62v8
231,231,DSeigs17,,2016-02-11 20:46:28,"@megynkelly Uh-oh, someone made Karen mad! #KarenStrikesAgain"
232,232,Josh_Ratliff734,"Detroit, MI",2015-01-18 00:53:09,If “vaginal itching” was a person it would be Karen Doe. The truth hurts racists. Too funny 😂 #KarenStrikesAgain https://t.co/s1TvF6oLIP
233,233,kaimatters,,2009-02-11 00:42:13,@zhaabowekwe I like how her male companion slowly backs away when he sees the Karen is stupid enough to get into hi… https://t.co/7gliweXhGx
234,234,Starfishbabiess,,2008-12-23 20:03:21,"What is wrong with these people? Why do they think that blacks, have to prove ANYTHING to them??
#KarenStrikesAgain… https://t.co/a88oIQjvqT"
235,235,MetisMeetsSci,"Warsaw, Poland",2018-12-06 23:05:23,And this is why I love the internet #KarenStrikesAgain #okboomer (the author is @valoo_art on instagram)⤵️ https://t.co/sdFta7dcfn
236,236,HonnyDipp,"Roanoke, VA",2009-03-02 16:30:43,@RawStory See. Sometimes bickering just won’t do. #YouFeelMe #KarenStrikesAgain #Karen https://t.co/nSPlcfl7Dh
237,237,happyrock,NYC/NJ,2007-06-25 11:04:14,"@theprototype914 @bourgeoisalien Lemme guess, her name is Karen Karenanne McKaren.
#Karen 
#KarenStrikesAgain 
#WhitePrivilege"
238,238,FuckoffKaren1,White Male Privilege land! ,2020-05-22 08:53:54,This Karen has fokin superpowers We hall call her WONDERKAREN  #Karens #karen #KarenGoneWild #KarenStrikesAgain… https://t.co/QzOmHMfmpn
239,239,kaimatters,,2009-02-11 00:42:13,@jfkeeler I like how the Native woman’s male companion slowly backs away as he sees Karen get aggressive. Nobody ge… https://t.co/3KwgCUTqgQ
240,240,FuckoffKaren1,White Male Privilege land! ,2020-05-22 08:53:54,What happens when 2 karen's try to play on the swings! #Karens #karen #KarenGoneWild #KarenStrikesAgain… https://t.co/DGiit4Q8j3
241,241,chenz99,"Melbourne, Australia",2009-02-25 10:25:34,She went full Karen.  #KarenGoneWild #karenstrikesagain https://t.co/PoZf8QPdnH
242,242,WWoodUK,,2016-10-24 11:35:50,"@TomiLahren To all the Karen moms and dads out there....this is meant for you.

#KarenStrikesAgain"
243,243,crazykarens,,2020-06-06 21:55:18,"I’m sure y’all have seen this CLASSIC but it is my all time favorite Karen video.
#karen #karens #KarenGoneWild… https://t.co/v3z3Jdq1kK"
244,244,FuckoffKaren1,White Male Privilege land! ,2020-05-22 08:53:54,Donald 'Karen' Trump! #Karens #karen #KarenGoneWild #KarenStrikesAgain #KarenMoansAgain #realDonaldTrump https://t.co/z7Ypy2ORCS
245,245,Bababy_29,"New Jersey, USA",2014-02-06 23:55:25,I haven’t had an encounter with a Karen yet #KarenGoneWild #KarenStrikesAgain I must say I’m ready 🤨😅 https://t.co/FkrGGwc4Df
246,246,TrawlerTroll,Borisland,2019-03-06 15:54:05,Karen wants the kids to have a drivers license for their toy car! #Karens #karen #KarenGoneWild #KarenStrikesAgain… https://t.co/sQ1tGb9P2J
247,247,LRCPod,,2020-06-05 11:31:59,"What do we call a male #Karens?

#KarenGoneWild 
#KarenStrikesAgain https://t.co/bKSpIGmOPj"
248,248,DonnieAzoff8,"Los Angeles, CA",2019-07-16 12:34:02,"I want my fucking money back! I want my coffee, what's your name tell me his fucking name cause he's getting report… https://t.co/eGzdHrTq9S"
249,249,Nyx31957628,🇦🇺🏳️‍🌈🧙🏼🕷🐈🌲🍁🥀🌒🌕🌘,2019-12-27 01:44:33,"This is a woman on Facebook. Unironically names Karen. 
Please, if you’re on Facebook. Smack her one. #facebook… https://t.co/4PCutj7Rs0"
250,250,49gunsalute,"Southgate, LDN",2014-12-29 11:04:08,We got Karen’s in this country to #KarenStrikesAgain https://t.co/CG89pAJHb9
251,251,DoctornurseQ72,,2018-10-06 09:47:45,"@DimWittyNYC @MarkDice Only if we write letters and show enough persistence.  Basically, we need to become big, whi… https://t.co/S2Qo5bed9R"
252,252,Ke_Pimpin,"Los Angeles, CA",2009-06-29 18:53:08,"Another tale of #Karen in #KarenStrikesAgain part 253,566 https://t.co/BCRHfS4pnN"
253,253,RealTimMack,Wakanda/Alabama,2010-12-25 06:09:05,"@jiggyjayy2 @poisoninhervein @WriterFeministX, they just NEVER learn do they. Why dm me ya #Racist thoughts...”Shut… https://t.co/1O2nBQGRRI"
254,254,dey_frey,,2020-04-16 23:37:36,@halliday_rae Okay #KarenStrikesAgain
255,255,swtseptember928,United States,2011-12-21 00:52:38,"@IngrahamAngle You are so pitiful. No tear gassing of American citizens, no “borrowed” Bible. No #FauxNews blatheri… https://t.co/QjLX6pMfod"
256,256,EevaHails,Fairbanks Alaska,2010-05-13 07:04:17,@jk_rowling Says the cis straight white women. Move along Karen. #Karen #KarenStrikesAgain #JKRowling #transphobe #TransWomenareWomen
257,257,Barefootandfre1,,2019-10-30 05:21:17,"I love #writing, my favorite thing is to combine that with my love for music and comedy. Here's a new #song I just… https://t.co/jLdMth16PO"
258,258,Ajones32,"Charlotte, NC",2008-11-18 19:47:44,#karenstrikesagain another episode of how many #beers does it take for a #Karen to appear? Y’all #MakeHerFamous ful… https://t.co/B3jD9H4NKp
259,259,__Dickyard__,"Corner of Political&Corp, Hell",2017-08-18 16:30:21,"Shut Up ""#Karen""!
#KarenStrikesAgain #karensgonewild #KarenGoneWild https://t.co/uiZ4JORICo"
260,260,kookoo4culinary,"Los Angeles, CA",2020-03-05 19:06:26,Make this ATTENTION SEEKING THUG FAMOUS. #KarenStrikesAgain https://t.co/QVZIRzvkSd
261,261,__Dickyard__,"Corner of Political&Corp, Hell",2017-08-18 16:30:21,"WHACK!!! And another ""#Karen"" goes back to tRUMPland! 😠""🤚🏿"" 😫

I can't believe the racist bullshit black people hav… https://t.co/QbdbFmyG8O"
262,262,cynnguyen13,,2018-09-01 14:40:37,I wished they charged all the #Karens like this! #KarenStrikesAgain #karensgonewild https://t.co/mOoP859IOp
263,263,joycethomas562,"Long Beach, CA",2012-03-01 22:09:54,Makin’ racism go viral #karen #KarenStrikesAgain https://t.co/lIbJ3LKD0G
264,264,burch__please,,2019-07-17 11:49:32,Searching for new local Krogers and I found this gem on google reviews. CAN YOU IMAGINE THE HORROR!?… https://t.co/7EEAS2Uk8l
265,265,KingJudahJames,"ÜT: 18.012627,-76.79821",2009-07-09 04:57:52,That’s how you get@rid@of #karens #KarenStrikesAgain https://t.co/eiafructxm
266,266,MrsOriee,"Long Beach, CA",2009-06-04 02:53:46,That's what TF she gets. #WhitePrivilege gotchu thinking you have the RIGHT to go around putting your hands on peop… https://t.co/f1yHw0nEl3
267,267,bazrad68,"Melbourne, Australia",2012-10-23 01:29:41,@Jwheels_74 @solusnan1 Does happy hour starts early in Atlanta? 😂#KarenStrikesAgain
268,268,goosebe91660154,"Palo Alto, CA",2019-03-16 05:29:44,"I watched a number of #karen videos. While many lie, are racist, evil, over-reacting, crazy, petty, weird, need the… https://t.co/7fiEtFUHcA"
269,269,EvaRovin,"Austin, TX",2010-09-27 09:23:13,"@LesleyAnnBrandt That slap was so satisfying. And also, did you notice how the White woman GRABBED the Native Ameri… https://t.co/ykBywcILwg"
270,270,iamjasoncgrant,,2020-02-16 05:09:09,"After watching all the #karensgonewild and other outrageous acts of anti #BLM, could extreme #racisim, #predjudice… https://t.co/sogR018MqA"
271,271,ked12310,,2020-02-08 23:14:38,@RealLadyDi17 @thejtlewis Your eyes can “see” into the future but they can’t “see” misspelled words and poor grammar? #KarenStrikesAgain
272,272,SayNoMore122011,,2010-10-03 19:16:24,"#Karen 
#KarenStrikesAgain 
#BlackLivesMatter 
Please sign https://t.co/5colwv00nl"
273,273,Mdog1217,"Blue Ash, Ohio",2013-01-25 18:42:50,When will the Karen’s learn. #Karen #KarenStrikesAgain #karenmemes https://t.co/L7oAXjT9vT
274,274,aherreros123,Over the rainbow,2012-09-07 23:31:59,Bruh #KarenStrikesAgain  and she’s a nurse i really hope she’s retired or something. Imagine being a immigrant and… https://t.co/bEgZ8wGelb
275,275,Miss_Meka,,2008-11-20 16:56:37,I’m from the CITY where a #Karen SPITTED on a BLACK PROTESTER.. Tell me why they had a BBQ in front of this bxtch C… https://t.co/A8ouVCjbYk
276,276,crazykarens,,2020-06-06 21:55:18,"We alll know If all of the world’s Karens were protesting for BLM they would’ve looted Target, Tj Maxx, Ross, Miche… https://t.co/OH8NDvJeQ7"
277,277,ryanboredatwork,,2020-03-25 18:49:00,@dbongino Lol the Karen’s are out in droves tonight huh?? #KarenStrikesAgain https://t.co/rTrNditNoi
278,278,AcculturatedEgo,www.sarahscout.wordpress.com,2010-09-06 20:30:46,Myka Stauffer Gave up her Adopted Autistic Chinese Son &amp; What it Reveals https://t.co/qujrJUnmHm #KarenStrikesAgain
279,279,theowensoriano,Vancouver Canada,2016-09-29 04:30:46,Imagine how hard things must be for the black cops named Karen. #KarenStrikesAgain #comedy
280,280,cornelli00,"St Paul, MN",2013-12-14 19:27:06,"@JennaDukes @Wesos67 @stassi @BNBuzz @BN_care @bnbooks actually, no it isn't. how is calling a white female a white… https://t.co/NDoqVWZYIU"
281,281,KarensUnleashed,,2019-05-26 23:44:01,"Karen Compilation #coronavirus #COVID__19 #KarenStrikesAgain 
Top 5 Most Entitled Karen's OF ALL TIME! https://t.co/wLKGBCvGAl via @YouTube"
282,282,dancingmokey,Chicago Area,2008-11-18 19:32:16,"@MeanMrMustard07 @Metra My Aunt died from this. Just how selfish can you possibly be? Bring back Margaret Wartell,… https://t.co/yN6aR482gV"
283,283,GeraldNewly,"San Diego, CA",2019-12-08 18:37:46,"@nypost I totally disagree how she handled this dumb racist Trumper.  Instead of slapping her, she should have laye… https://t.co/8smJ6ptzbQ"
284,284,TanveerRouf,"Vancouver, British Columbia",2012-08-28 11:14:06,"@WJTV Is that what they are calling racism now?
#BlackTransLivesMatter 
#KarenStrikesAgain"
285,285,Creampuffgal,"Folsom, CA",2010-02-02 21:10:52,"@Jwheels_74 I thought she was going to try and rap to prove she knows black people...😏

""You pulled the card, you p… https://t.co/VWL5VgXbWF"
286,286,WarriorGoddessX,London ,2010-09-08 12:55:48,"FFS Daz you muppet! 

#Darren is the male equivalent of #Karen

#KarenStrikesAgain in male form! 

Darren &amp; Karen (… https://t.co/A3BWwOUCnG"
287,287,BigKiddosaurus,"Bloomington, CA",2009-08-05 00:32:52,"@ABC7 A lesson to all #Karens:
This Blonde Lady got what she deserves.

#KarenStrikesAgain #KarenGoneWild"
288,288,SingItPretty,"Albuquerque, NM",2011-09-21 20:19:25,"#Bakersfield #KarenStrikesAgain #CarrieMaxwell experienced a ""moment of ‘anxiety, frustration and panic""? A Moment?… https://t.co/FwLTjDYrCM"
289,289,Boabbysam,,2016-07-23 19:28:42,"#Conservatives are being silenced!  The largest church in Alabama has been canceled due to #PastorChrisHodges
likin… https://t.co/Vmj7MZtxbk"
290,290,DudeKombat,"Bottom of the Pit , Outworld",2020-06-09 23:03:30,@noobde That is what we call a karen. Also poor dog. #KarenStrikesAgain
291,291,HwkTrppr,,2019-09-01 18:56:31,"(restaurant closes permanently due to pandemic)
Karen: What about my loyalty points?

#KarenStrikesAgain #Karens"
292,292,RestoringFreed1,Scottsdale  ,2020-02-11 23:23:17,"Indeed. #KarenStrikesAgain #RacistsOut #phoenix 
https://t.co/s2Z152s0XE"
293,293,Elizabe25718457,,2018-01-02 04:35:40,"Karen 
We don't have to say 
""all lives matter ""
You've mattered for centuries.
Karen 
It's time to read a history… https://t.co/9Bu7ib96EB"
294,294,bigcatprops,,2009-07-16 15:28:00,@christy_deen @Jwheels_74 That Karma... she can be a real bitch... #zerotolerance #Karen #KarenStrikesAgain… https://t.co/YaWXswHY9k
295,295,6nsinvt,Vermont,2013-09-23 13:12:29,"#KarenStrikesAgain #atlanta 

Twitter shame coming to a #Karen near uou👇🏽👇🏽 https://t.co/QQJm3Any9H"
296,296,KaraAllan,Citizen of the World & VA,2008-12-29 22:57:37,@TomiLahren Yes starting with yours. #KarenStrikesAgain #karensgonewild #byegirl https://t.co/G3nGn6MfmA
297,297,EstelaBenjamy,United States,2017-06-08 14:48:50,@gnuman1979 Wonder what happened to her. #KarenStrikesAgain
298,298,dickdrawing,,2014-11-27 15:04:12,"The only thing worse than Karen...

#IneedToSpeakToYourManager #Karens #KarenStrikesAgain #dickdrawing… https://t.co/NMO54sIfvv"
299,299,Robinson_DC211,Eastern Daylight Time,2012-08-04 19:12:12,"So, let’s recap, when these “Karen’s” are out here just going off on #racist tirades they are mentally unstable?… https://t.co/VKJXumaCjA"
300,300,jourdanmichele,Somewhere Out There,2009-07-08 02:35:08,@Nikilicious78 #KarenStrikesAgain she liked to got the stripes smacked off that dress tho..she's one of ten million… https://t.co/ahste4yeVq
301,301,Tamarabrams,Arlington Virginia,2011-04-08 20:42:21,Remember #civility? #KindnessMatters #KarenStrikesAgain https://t.co/r96rBQQVem
302,302,waaaa11659917,,2020-04-14 23:10:05,"Anyone want to do a karen roleplay in royale high? (me being karen, lol) #royalehigh #royalehighconcepts #Karen #Karens #KarenStrikesAgain"
303,303,nowuckas4u,"California, USA",2011-06-15 19:57:30,@USATODAY Her name is #Karen #KarenStrikesAgain
304,304,lenaaa_af,,2020-06-05 23:05:01,When people start a sentence off with “I’m not racist but...” you know they’re going to say some racist shit… https://t.co/SNpNOMS5ae
305,305,Mimismalls327,"Seattle, WA",2020-06-03 01:45:48,"@chrisbayb Ha ha why does Karen’s boyfriend have sweat stains all over his beater 🤣😂
#nasty #nastyparty #KarenStrikesAgain"
306,306,KarenStrikes,,2020-06-04 11:55:33,"Red in the face Karen let’s out excruciating mating call after being told to move her car 

#KarenStrikesAgain… https://t.co/htoLlsaDy8"
307,307,AlexLig54053788,"Illinois, USA",2020-03-28 16:23:32,"@WJTV She's only anxious about her job after being caught

#KarenStrikesAgain 
#BlakeLivesMatter"
308,308,ReBiE88,"New York, NY",2019-10-27 03:55:43,Introducing our most recent Karen direct from Atlanta. 😒#KarenStrikesAgain #Karens https://t.co/4W4Z9ntbwx
309,309,DopeAuntie,"Houston, TX",2020-02-19 00:10:19,Really?!?!?!? A mental illness called racism. #SoIgnorant #KarenStrikesAgain  #GeorgeFloydMemorial… https://t.co/k9XMBGJLoc
310,310,1luckypanda_,United States,2018-04-13 14:10:41,@Jwheels_74 Omg Typical yes! “I have black friends “...then proceeds to call 911 #gohomekaren #KarenGoneWild #Karens #KarenStrikesAgain
311,311,YuanFen28674212,,2020-05-28 18:49:32,@WJTV Um....if she was so worried about covid-19 why is she out there without a mask on? Please keep her away from… https://t.co/vPTmPkWh14
